relative_path,basename,extension,size_bytes,mtime_ns,mode,readable,mime_guess,sha256,crc32,duplicate_basename,duplicate_content
Perfomances.xlsx,Perfomances.xlsx,xlsx,66653,1683681834000000000,-rw-rw-r--,true,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,a3ee90510d569442b13d85334f19e083505cd6f96b834f2f0e0ca8389d609bfc,6ccc98d6,false,false
Questionnaires/MentalRotation(EN).pdf,MentalRotation(EN).pdf,pdf,221175,1582797836000000000,-rw-rw-r--,true,application/pdf,6d035c42817e070f5709d15231e4d9e0f3700b5673ada37acfbaff7dc91cc526,cc4bb639,false,false
Questionnaires/QuestionnairesEN.docx,QuestionnairesEN.docx,docx,91568,1668113042000000000,-rw-rw-r--,true,application/vnd.openxmlformats-officedocument.wordprocessingml.document,dd34e6e4d5a4bc9a0b3e62594fe7c15dc4d49c69e565b59b313b255e95d58533,79cab9db,false,false
Questionnaires/QuestionnairesFR.docx,QuestionnairesFR.docx,docx,92236,1670270236000000000,-rw-rw-r--,true,application/vnd.openxmlformats-officedocument.wordprocessingml.document,4039b6a6902c8fe3521783a9b0fb5ba7901f1baf81e7731ee3f047d67e7d4b31,c82ad044,false,false
Questionnaires/~$anslationQuestionnaires.docx,~$anslationQuestionnaires.docx,docx,162,1668042052000000000,-rw-rw-r--,true,application/vnd.openxmlformats-officedocument.wordprocessingml.document,b33c7b9cda33529a22de28f3c02f27f4c9444d011cacb1a9455f197aada28d16,3caf394b,false,false
Questionnaires/~$estionnairesFR.docx,~$estionnairesFR.docx,docx,162,1665076892000000000,-rw-rw-r--,true,application/vnd.openxmlformats-officedocument.wordprocessingml.document,4f82a3575a2cdfc4d4f9dff025fc910842d22845da96479645d1ad501ebe32b9,99aa6b36,false,false
Signals/.DS_Store,.DS_Store,,6148,1784351083456239701,-rw-r--r--,true,,6cac998d5584eadacbb9499b74f251db69407697cc317d4e2976daff486253b8,e0125b18,true,false
Signals/DATA A/A1/A1_CE_baseline.gdf,A1_CE_baseline.gdf,gdf,24527154,1527548182000000000,-rw-rw-r--,true,,f7efb7f6f7bcdb6e0d5dfee608186165729db818a58bb37f697f81f2817c5e53,2e9ca8fc,false,false
Signals/DATA A/A1/A1_OE_baseline.gdf,A1_OE_baseline.gdf,gdf,24527154,1527547960000000000,-rw-rw-r--,true,,0ac649dd4a71f5a62045d803386edd373f0d070c563d79c4c65d71f0b3133855,745f1eb4,false,false
Signals/DATA A/A1/A1_R1_acquisition.gdf,A1_R1_acquisition.gdf,gdf,58984116,1655768076000000000,-rw-rw-r--,true,,bf4f7dad055ab1ac113c6ff6776fa7eabd857b81e13c5c9f4fdb94bc4194206c,13941b16,false,false
Signals/DATA A/A1/A1_R2_acquisition.gdf,A1_R2_acquisition.gdf,gdf,58984122,1655768082000000000,-rw-rw-r--,true,,7def07a63c67dc1eec93f81e53becb1a348109276f25509569cd985ddbd9a7cb,107da185,false,false
Signals/DATA A/A1/A1_R3_onlineT.gdf,A1_R3_onlineT.gdf,gdf,59000512,1655746500000000000,-rw-rw-r--,true,,c19a986bb5e296c1734dc56a18780d354e1e1a5bab9c2db51bda62cb1b13d46d,56e462a6,false,false
Signals/DATA A/A1/A1_R4_onlineT.gdf,A1_R4_onlineT.gdf,gdf,59000512,1655746512000000000,-rw-rw-r--,true,,d610df9a7a773b406d0c28f03b7392ac61585af9591af35a70a0dfa74056aecc,6d5567d8,false,false
Signals/DATA A/A1/A1_R5_onlineT.gdf,A1_R5_onlineT.gdf,gdf,59000512,1655746524000000000,-rw-rw-r--,true,,2eba43c6a73c02ed0230e410abc986f11a25c6d8f270514f8f3aa4641526fb28,64aab33f,false,false
Signals/DATA A/A1/A1_R6_onlineT.gdf,A1_R6_onlineT.gdf,gdf,59000512,1655746536000000000,-rw-rw-r--,true,,89c7f3833622c7f1fd2ae32ba9acafb30102538ab321c109bf764f899478512a,ec46e6d9,false,false
Signals/DATA A/A1/classifier_A1.xml,classifier_A1.xml,xml,995,1574886182000000000,-rw-rw-r--,true,application/xml,7e177ba0a35e28c70b5a6d77b29b4e6d8758d40908f9c0979f13c4def1ba0317,c24bfb0b,false,false
Signals/DATA A/A1/csp-spatial-filter_A1.xml,csp-spatial-filter_A1.xml,xml,2531,1574886168000000000,-rw-rw-r--,true,application/xml,927c11df83ecfbc56c16b56908b310f745678afcc112fb2f66dd690e3e266781,7522c19d,false,false
Signals/DATA A/A1/frequency-band-selected_A1.csv,frequency-band-selected_A1.csv,csv,9938,1582672330000000000,-rw-rw-r--,true,text/csv,e4f2823dd83d88fc2ed624ac7c77b1d642ea88ef543807a307fc899180386ae9,769956b6,false,true
Signals/DATA A/A1/frequency-band-selected_A1.xml,frequency-band-selected_A1.xml,xml,576,1574886150000000000,-rw-rw-r--,true,application/xml,c0045cb8f4fcc69b4203b333d254ecf5851c56919f18f96037245e4287254c58,68246f08,false,true
Signals/DATA A/A10/A10_CE_baseline.gdf,A10_CE_baseline.gdf,gdf,24527154,1526058560000000000,-rw-rw-r--,true,,07e679e4f010b1f55057bc95d636350f56194ca3fb7e89154d9f233e0d2945cb,285965e0,false,false
Signals/DATA A/A10/A10_OE_baseline.gdf,A10_OE_baseline.gdf,gdf,24527154,1526058772000000000,-rw-rw-r--,true,,21b9b5d64e4d67622066b64f5ff29d74461291a93f40a8baa9df3c17deb81fc0,4d75569b,false,false
Signals/DATA A/A10/A10_R1_acquisition.gdf,A10_R1_acquisition.gdf,gdf,59000512,1526059386000000000,-rw-rw-r--,true,,3b5c7327af42582287b1a62001f87703eb84e712b191dffbb2bae86be80f7b27,42d8f434,false,false
Signals/DATA A/A10/A10_R2_acquisition.gdf,A10_R2_acquisition.gdf,gdf,59000512,1526060054000000000,-rw-rw-r--,true,,a18c01f2213597a4df7b85df4ef06ff9561a3684fc6a5c79a3855fab8f71502e,c01aa51e,false,false
Signals/DATA A/A10/A10_R3_onlineT.gdf,A10_R3_onlineT.gdf,gdf,59000512,1655746434000000000,-rw-rw-r--,true,,ead56cdf4f4f8f46a95b7befee1630f2e091a38993ab093cd7c04f97d7c24dfe,56b22133,false,false
Signals/DATA A/A10/A10_R4_onlineT.gdf,A10_R4_onlineT.gdf,gdf,59000512,1655746446000000000,-rw-rw-r--,true,,92800f94195a414cbfa3a7775cf301d1ffca99fdcc50cf40154ae4e736e368e2,9d3a173e,false,false
Signals/DATA A/A10/A10_R5_onlineT.gdf,A10_R5_onlineT.gdf,gdf,59000512,1655746458000000000,-rw-rw-r--,true,,72ad3f133603b5edd3e137a5618f56c9de8cad14de2be75d4427ca5d322fad96,c3831fe9,false,false
Signals/DATA A/A10/A10_R6_onlineT.gdf,A10_R6_onlineT.gdf,gdf,59000512,1655746468000000000,-rw-rw-r--,true,,5347f63148243f1a04b83ebb9056a79b086a0a554402f15b2e8bcddd8a1251a1,1e267504,false,false
Signals/DATA A/A10/classifier_A10.xml,classifier_A10.xml,xml,995,1575575204000000000,-rw-rw-r--,true,application/xml,4bbd530a12469e3daf721e5872c1f55cf3faf2aa235a439895d6030f42c3717c,9a53b57d,false,false
Signals/DATA A/A10/csp-spatial-filter_A10.xml,csp-spatial-filter_A10.xml,xml,2530,1575575180000000000,-rw-rw-r--,true,application/xml,bf6bb42f7f12e62481c604a0bdaa3b9e8bca9e6f76d5e76205f6bffada519060,8c8bbce1,false,false
Signals/DATA A/A10/frequency-band-selected_A10.csv,frequency-band-selected_A10.csv,csv,9936,1582677854000000000,-rw-rw-r--,true,text/csv,e0a8990b4582a2d9fdd813825824052e1266831985950c620fccade60336ff25,34d0d8aa,false,false
Signals/DATA A/A10/frequency-band-selected_A10.xml,frequency-band-selected_A10.xml,xml,576,1575575152000000000,-rw-rw-r--,true,application/xml,652199429c79ebf0cd2d12dc074eef87992b9a2a23ae7599a7187543eaed97e8,f6cbdb78,false,false
Signals/DATA A/A11/A11_CE_baseline.gdf,A11_CE_baseline.gdf,gdf,24527154,1529428134000000000,-rw-rw-r--,true,,7240c6681c8e88b4e2de0759095642e601d790c27d5d3a455c8e53572110887b,6a067cda,false,false
Signals/DATA A/A11/A11_OE_baseline.gdf,A11_OE_baseline.gdf,gdf,24518962,1529427884000000000,-rw-rw-r--,true,,203625249297207bb6cb9daccc7bc1bbbbee7decf6a23dc7018f4cc891674038,c9499b1e,false,false
Signals/DATA A/A11/A11_R1_acquisition.gdf,A11_R1_acquisition.gdf,gdf,59016896,1529428980000000000,-rw-rw-r--,true,,caf4d8e8b771c7c24a2d466c23ac8b366bba2d0fe9f594482bcc8dcf11bfca86,c33e8241,false,false
Signals/DATA A/A11/A11_R2_acquisition.gdf,A11_R2_acquisition.gdf,gdf,59025088,1529429546000000000,-rw-rw-r--,true,,7550519a8b3c5866e8693b288088c53cd65bc70582b24d02ce2b903a4645fb49,ef8eccf9,false,false
Signals/DATA A/A11/A11_R3_onlineT.gdf,A11_R3_onlineT.gdf,gdf,59025088,1655757384000000000,-rw-rw-r--,true,,c5ab57251fd1207ded6530eb7866184708da1bcd74f1e4622fc420756eabbea2,917aa52f,false,false
Signals/DATA A/A11/A11_R4_onlineT.gdf,A11_R4_onlineT.gdf,gdf,59016896,1655757396000000000,-rw-rw-r--,true,,ec0742374b8e7eec89ef601cefa1f9391924dcf48e8089baa2d88a63bf93f3be,0b68b34e,false,false
Signals/DATA A/A11/A11_R5_onlineT.gdf,A11_R5_onlineT.gdf,gdf,59025088,1655757406000000000,-rw-rw-r--,true,,8eb50cc4d43178a0f5e3285b5e47e3ddd40fe2c6a50432c0f6cbe9e2e053b256,0111b293,false,false
Signals/DATA A/A11/A11_R6_onlineT.gdf,A11_R6_onlineT.gdf,gdf,59016896,1655757424000000000,-rw-rw-r--,true,,a13a92502df64d2049c6417c71af35fbb30d3c41b44398fe5bdb5b7262743e28,f5562743,false,false
Signals/DATA A/A11/classifier_A11.xml,classifier_A11.xml,xml,997,1579039464000000000,-rw-rw-r--,true,application/xml,7e55d605de51dad5a8462d82e2a5f5cf07c48d00142e790070a5861b54fd0ed7,63f82f4e,false,false
Signals/DATA A/A11/csp-spatial-filter_A11.xml,csp-spatial-filter_A11.xml,xml,2530,1579039372000000000,-rw-rw-r--,true,application/xml,819d0fa24646909561dc57a70bb42589a63d20a5f18979aa7cce160494200ff2,3eab5fd6,false,false
Signals/DATA A/A11/frequency-band-selected_A11.csv,frequency-band-selected_A11.csv,csv,9966,1582863750000000000,-rw-rw-r--,true,text/csv,a6be32f04d81e69a820e932beb2e9c5a8daf555b69f5c6bb2b77d441c54cafd2,18dbf7d0,false,false
Signals/DATA A/A11/frequency-band-selected_A11.xml,frequency-band-selected_A11.xml,xml,577,1579039242000000000,-rw-rw-r--,true,application/xml,d4de09d0ee77fb53ab26538d185e450f442af9b2d146e9585d6f9695573ef191,234d3f89,false,true
Signals/DATA A/A12/A12_CE_baseline.gdf,A12_CE_baseline.gdf,gdf,24527154,1528823486000000000,-rw-rw-r--,true,,925fdcb09a9b91af73b29d052e966e6991033fbe3c4a0660b5a2cdad27cb4c0b,00511587,false,false
Signals/DATA A/A12/A12_OE_baseline.gdf,A12_OE_baseline.gdf,gdf,24527154,1528823698000000000,-rw-rw-r--,true,,74f99461116b26eeaeb9ca93a61f12c2c260477adec7611680f43f503f708caf,06ec2969,false,false
Signals/DATA A/A12/A12_R1_acquisition.gdf,A12_R1_acquisition.gdf,gdf,59000512,1528824762000000000,-rw-rw-r--,true,,d4d1c1faa2a53ce4278e825cc68813c9d073779498fb76d073580ad4932620ab,6f5afe39,false,false
Signals/DATA A/A12/A12_R2_acquisition.gdf,A12_R2_acquisition.gdf,gdf,59000512,1528825408000000000,-rw-rw-r--,true,,e40132ad95a31c6ab1c3f98bba1bbe45a7f828f469fefe6a7e461e030a0f04ec,48ed94f0,false,false
Signals/DATA A/A12/A12_R3_onlineT.gdf,A12_R3_onlineT.gdf,gdf,59401920,1655757484000000000,-rw-rw-r--,true,,ae15c02624796b5038e3027ab278c562fd07a74a4a1f7a07c638898746769884,5224ffdd,false,false
Signals/DATA A/A12/A12_R4_onlineT.gdf,A12_R4_onlineT.gdf,gdf,59000512,1655757496000000000,-rw-rw-r--,true,,f93103f100772bf848b94d46c5feb319327001241989ab7a3c9803c65023095c,af7228ae,false,false
Signals/DATA A/A12/A12_R5_onlineT.gdf,A12_R5_onlineT.gdf,gdf,59000512,1655757508000000000,-rw-rw-r--,true,,a71f7caa7aa8841a932e62ea4bb633471a1b33496256521d3c8885cae582f92f,867bf916,false,false
Signals/DATA A/A12/A12_R6_onlineT.gdf,A12_R6_onlineT.gdf,gdf,59000512,1655757520000000000,-rw-rw-r--,true,,ad284f1ce73a96609733c2640b6bf1a4e0065378a9adc16650dc7b149b03750a,89e67f06,false,false
Signals/DATA A/A12/classifier_A12.xml,classifier_A12.xml,xml,994,1575940712000000000,-rw-rw-r--,true,application/xml,7fdb654cc645b1dfff9b3840d7c94c4547e175cef988415ec6cbb789012b1a79,1267b5dd,false,false
Signals/DATA A/A12/csp-spatial-filter_A12.xml,csp-spatial-filter_A12.xml,xml,2533,1575940646000000000,-rw-rw-r--,true,application/xml,4189900c320620fc1994cba84175676a9f9c0592cc11950007768960f82f3e7d,06a89ef6,false,false
Signals/DATA A/A12/frequency-band-selected_A12.csv,frequency-band-selected_A12.csv,csv,9965,1582770220000000000,-rw-rw-r--,true,text/csv,386482abaa317364384bbff375fab3087c2eba2450e045b52ec071a714c6ba68,77edefe1,false,false
Signals/DATA A/A12/frequency-band-selected_A12.xml,frequency-band-selected_A12.xml,xml,577,1575940556000000000,-rw-rw-r--,true,application/xml,524b8cd8a1b5c2f2b039336fe5dca06cba58bfb08840e6cf80a450ae4d399e22,26935ee6,false,false
Signals/DATA A/A13/A13_CE_baseline.gdf,A13_CE_baseline.gdf,gdf,24527154,1529513916000000000,-rw-rw-r--,true,,e4892838f464351a999c193c91fc4bedc6aa8931020ae084352d8de15cb4d10f,43f77ff1,false,false
Signals/DATA A/A13/A13_OE_baseline.gdf,A13_OE_baseline.gdf,gdf,24527154,1529514156000000000,-rw-rw-r--,true,,aaf581f1f8a30d46957b131865dcf101a0ce6e001b3b85d2e21b5579cc9456a4,43d1725e,false,false
Signals/DATA A/A13/A13_R1_acquisition.gdf,A13_R1_acquisition.gdf,gdf,59000512,1529515076000000000,-rw-rw-r--,true,,6f807a570a543f38c87c91a8554fa388df39842a40cdf1b718d1aca7862de494,83cb6102,false,false
Signals/DATA A/A13/A13_R2_acquisition.gdf,A13_R2_acquisition.gdf,gdf,59000512,1529515796000000000,-rw-rw-r--,true,,4cba80bdbd03208e3dec955efe7f61b1708715014fc88b98ffc4307cc36a6b60,2f06af28,false,false
Signals/DATA A/A13/A13_R3_onlineT.gdf,A13_R3_onlineT.gdf,gdf,59000512,1655757574000000000,-rw-rw-r--,true,,44e269c2e9f916a6f05e55439c5a3451430cd7883dc7a26e0ccaa7d0855c6b9e,7f2bad18,false,false
Signals/DATA A/A13/A13_R4_onlineT.gdf,A13_R4_onlineT.gdf,gdf,59000512,1655757588000000000,-rw-rw-r--,true,,7cbff0b1387e72ab90217944602bf5eb875b41d9a132f1afbe681b9d4d1baece,9e221241,false,false
Signals/DATA A/A13/A13_R5_onlineT.gdf,A13_R5_onlineT.gdf,gdf,59000512,1655757600000000000,-rw-rw-r--,true,,473cd6f340b0fd1b54371fcebe186405db876cc6ae8535149115efa21573811f,8121926e,false,false
Signals/DATA A/A13/A13_R6_onlineT.gdf,A13_R6_onlineT.gdf,gdf,59000512,1655757614000000000,-rw-rw-r--,true,,aca7ba501a35a67e9160f031be43f5792f6da3e45b0af5d9d3f3447bfa4c0e1b,3af29d3a,false,false
Signals/DATA A/A13/classifier_A13.xml,classifier_A13.xml,xml,996,1578530428000000000,-rw-rw-r--,true,application/xml,4005268249eaa8c7c94e27968a9758a39fdaa3d19aaf315310aa06f91c84ec0e,81ec4748,false,false
Signals/DATA A/A13/csp-spatial-filter_A13.xml,csp-spatial-filter_A13.xml,xml,2533,1578530378000000000,-rw-rw-r--,true,application/xml,9336e70a80fbabfdfec521396d075ca863f87e78dab08890f811082e678f3877,37fcea0e,false,false
Signals/DATA A/A13/frequency-band-selected_A13.csv,frequency-band-selected_A13.csv,csv,9955,1582780754000000000,-rw-rw-r--,true,text/csv,fa40601b71a2ced1132f06fbe8b4e2f43ac8b8aeb6e0cfc6348b8b8b7bbe8ca9,7074b343,false,false
Signals/DATA A/A13/frequency-band-selected_A13.xml,frequency-band-selected_A13.xml,xml,577,1578530312000000000,-rw-rw-r--,true,application/xml,5f2733692fd9b4d9b6d1f7eb7d7349899e564c1914b02fcefe2f9641dff522e0,203bef29,false,false
Signals/DATA A/A14/A14_CE_baseline.gdf,A14_CE_baseline.gdf,gdf,24527154,1529352506000000000,-rw-rw-r--,true,,413b9d4bbd874aa37b50944819de438167b646ec4895c12fdb8798d69146132b,2b673a0c,false,false
Signals/DATA A/A14/A14_OE_baseline.gdf,A14_OE_baseline.gdf,gdf,24527154,1529352284000000000,-rw-rw-r--,true,,42387542698580cc77dc51b2e99065ff9c488fa72cb84c265d4dd49a543464e1,cc3d0cd1,false,false
Signals/DATA A/A14/A14_R1_acquisition.gdf,A14_R1_acquisition.gdf,gdf,59000512,1529353400000000000,-rw-rw-r--,true,,3d489c20e0124308223c08b5dbba211639c5a702259223fa69e37b2489f562c8,ea1dcd31,false,false
Signals/DATA A/A14/A14_R2_acquisition.gdf,A14_R2_acquisition.gdf,gdf,59000512,1529353920000000000,-rw-rw-r--,true,,97a45de2d53525972c34ca2062f301dc8938d2aa7d49b67e51e58a448bf3bcf3,fdf8e85e,false,false
Signals/DATA A/A14/A14_R3_onlineT.gdf,A14_R3_onlineT.gdf,gdf,59000512,1655757664000000000,-rw-rw-r--,true,,e5b3b231e6d3107a64170330d4bd7a7ee4c94dcc332a1e7e8e460722ab12dbc2,4a24db5e,false,false
Signals/DATA A/A14/A14_R4_onlineT.gdf,A14_R4_onlineT.gdf,gdf,59000512,1655757676000000000,-rw-rw-r--,true,,b72eb0458730de0d2d9db0951f886015190f86213c8cad446c966e4f9635e6da,43449225,false,false
Signals/DATA A/A14/A14_R5_onlineT.gdf,A14_R5_onlineT.gdf,gdf,59000512,1655757688000000000,-rw-rw-r--,true,,0e07cad1dda4e080d3406c5e7ab7ace570e410493b6d52fc78293ec37a506347,5a7e7ec9,false,false
Signals/DATA A/A14/A14_R6_onlineT.gdf,A14_R6_onlineT.gdf,gdf,59000512,1655757700000000000,-rw-rw-r--,true,,f1f68849925cce4495d0e0938ea97570f48d53096bd1e35c2a09384522c3283e,463fd386,false,false
Signals/DATA A/A14/classifier_A14.xml,classifier_A14.xml,xml,995,1575592862000000000,-rw-rw-r--,true,application/xml,11f40a0794a108fb6a7e6f1f12918d2d9cd6acf426b9b9551a19730b2f6da11e,45d8974b,false,false
Signals/DATA A/A14/csp-spatial-filter_A14.xml,csp-spatial-filter_A14.xml,xml,2534,1575592846000000000,-rw-rw-r--,true,application/xml,c97906f3cd0b2abb8e5945d485fda838a099a5e33f49f2ddb1a96128ed3afb7b,194820d8,false,false
Signals/DATA A/A14/frequency-band-selected_A14.csv,frequency-band-selected_A14.csv,csv,9960,1582765550000000000,-rw-rw-r--,true,text/csv,0e45c27c3eca6aeac48c8c60c432de1227a4acc0f868c35b97d0fc9c1e2562cb,03a47309,false,false
Signals/DATA A/A14/frequency-band-selected_A14.xml,frequency-band-selected_A14.xml,xml,577,1575592816000000000,-rw-rw-r--,true,application/xml,2a61ee034a0a1799c2c01595af366900b35327f26aed0ed81ca84a9414478bf4,26df2a8d,false,false
Signals/DATA A/A15/A15_CE_baseline.gdf,A15_CE_baseline.gdf,gdf,24527154,1526512590000000000,-rw-rw-r--,true,,09f0bfc65f6f766a3b51619c4c18f8e5fd75260442262bab4202e651be70f85b,4f2e6585,false,false
Signals/DATA A/A15/A15_OE_baseline.gdf,A15_OE_baseline.gdf,gdf,24527154,1526512300000000000,-rw-rw-r--,true,,b739d962f39d6b3ab067d4c29fe0cde451a4c2aeff02b023575f780b0e00e5a9,2587d4d9,false,false
Signals/DATA A/A15/A15_R1_acquisition.gdf,A15_R1_acquisition.gdf,gdf,59000512,1526513776000000000,-rw-rw-r--,true,,fb6284c1fc0391a8577fbece923a98da4a9dabd694ba6e9efa85606f426c45d3,e95bfb6d,false,false
Signals/DATA A/A15/A15_R2_acquisition.gdf,A15_R2_acquisition.gdf,gdf,59000512,1526514308000000000,-rw-rw-r--,true,,314b9b08dc3ca36a1d6c741b7e3a719bc05077e4c10718987e3a20d55a9336f8,44d5b108,false,false
Signals/DATA A/A15/A15_R3_onlineT.gdf,A15_R3_onlineT.gdf,gdf,59000512,1655757750000000000,-rw-rw-r--,true,,4bab30ff00f4b49f4a56faf109bf942f57e823aa4768c89b7f43a07a9b0b3fe9,6afbc626,false,false
Signals/DATA A/A15/A15_R4_onlineT.gdf,A15_R4_onlineT.gdf,gdf,59000512,1655757762000000000,-rw-rw-r--,true,,12e20ff2d558a7bdefc4ba6b5859ed7c6fb6bfa9ddac28b6fb90f03e37c5bb92,28624114,false,false
Signals/DATA A/A15/A15_R5_onlineT.gdf,A15_R5_onlineT.gdf,gdf,59000512,1655757772000000000,-rw-rw-r--,true,,15670f39b95180a8671b4f301c3754790b73c5875af40b4812127694f9c09ce6,45bef012,false,false
Signals/DATA A/A15/A15_R6_onlineT.gdf,A15_R6_onlineT.gdf,gdf,59000512,1655757784000000000,-rw-rw-r--,true,,33fc310a12765721ee3c313e2ff82c77c4085e99c4cd99f9eb16657c3bfc49c2,9bd1724e,false,false
Signals/DATA A/A15/classifier_A15.xml,classifier_A15.xml,xml,996,1574886418000000000,-rw-rw-r--,true,application/xml,cc085187cd0b3e7ce2ebde91926b4425d30b651ad92fb0b0b68885f77bf32dcb,ad0db26a,false,false
Signals/DATA A/A15/csp-spatial-filter_A15.xml,csp-spatial-filter_A15.xml,xml,2537,1574886376000000000,-rw-rw-r--,true,application/xml,386c0ccabaf18fdf31892d474c1e1bc35f9d077726b3dcce60789567c8edbe91,5ead25bb,false,false
Signals/DATA A/A15/frequency-band-selected_A15.csv,frequency-band-selected_A15.csv,csv,9938,1582672330000000000,-rw-rw-r--,true,text/csv,e4f2823dd83d88fc2ed624ac7c77b1d642ea88ef543807a307fc899180386ae9,769956b6,false,true
Signals/DATA A/A15/frequency-band-selected_A15.xml,frequency-band-selected_A15.xml,xml,576,1574886362000000000,-rw-rw-r--,true,application/xml,12f52916444c08db1dd43533c1e02d2ca1ee5203e5b733e9d05b9ab48c8e53ca,8c647c66,false,true
Signals/DATA A/A16/A16_CE_baseline.gdf,A16_CE_baseline.gdf,gdf,24133944,1591744888000000000,-rw-rw-r--,true,,3a518cb8c69a5141d0cf76261b567800d7e0b85a0d0c8c9f59d733da9a77e440,15d96f15,false,false
Signals/DATA A/A16/A16_OE_baseline.gdf,A16_OE_baseline.gdf,gdf,26714424,1588013802000000000,-rw-rw-r--,true,,082cf69d5549025b4886108f0e159335b90065fd7ed9ac0124c8f5e37312831a,16bec877,false,false
