n_trials,status,differential_norm,common_state_norm,differential_partial_r2,permutation_p,null_differential_norm_mean,subject,ablation
240,ok,0.8580018019143973,1.8455967681964525,0.0035657880702479883,0.2079207920792079,0.8576516648349457,A19,circular_sensorimotor_idle_proxy
240,ok,0.17079666155786372,0.7827284732855997,0.0012999740066934606,0.8514851485148515,0.17911466685501,A23,circular_sensorimotor_idle_proxy
238,ok,1.3994724043052773,0.6972158229535675,0.004117057264252821,0.22772277227722773,1.3975164236542619,A27,circular_sensorimotor_idle_proxy
238,ok,0.7290941903475752,1.3402354669741066,0.001999845823672408,0.009900990099009901,0.7054611289799333,A31,circular_sensorimotor_idle_proxy
240,ok,1.2798070744937298,2.056371257282116,0.0025962149250766675,0.9306930693069307,1.282877595458075,A35,circular_sensorimotor_idle_proxy
239,ok,0.1593083098533346,0.23168273843688372,0.01322225676829858,0.46534653465346537,0.15937639584998414,A43,circular_sensorimotor_idle_proxy
240,ok,0.05308541612000528,0.15185598773648493,0.004129883089905029,0.5544554455445545,0.05435620001256421,A51,circular_sensorimotor_idle_proxy
240,ok,0.11214157458471441,0.453609957777129,0.0582961036273153,0.13861386138613863,0.10882379040788638,A55,circular_sensorimotor_idle_proxy
238,ok,0.5140359857146157,0.65157021526709,0.0028633587437753016,0.4158415841584158,0.5211934593340652,B63,circular_sensorimotor_idle_proxy
239,ok,0.37446736986723045,0.3057654042509709,0.002100439112302399,0.6336633663366337,0.3814086313542807,B67,circular_sensorimotor_idle_proxy
237,ok,0.8883323738359743,1.6459029350319838,0.0012843041433537872,0.36633663366336633,0.8856355132362056,B79,circular_sensorimotor_idle_proxy
239,ok,0.09405315910811554,0.1280928878439877,0.009121967202468273,0.9504950495049505,0.09472371822951749,C83,circular_sensorimotor_idle_proxy
238,ok,0.396571951106692,0.37651589223320137,0.0023338681587283805,0.9108910891089109,0.40505533453505516,C87,circular_sensorimotor_idle_proxy
239,ok,0.41517705149025014,2.0018949877424874,0.003182287284435148,0.6534653465346535,0.4166621271643413,A4,circular_sensorimotor_idle_proxy
240,ok,0.48876389509708246,2.077605279208756,0.00197637924934857,0.38613861386138615,0.48790625370686624,A8,circular_sensorimotor_idle_proxy
240,ok,1.1339698647140584,0.9802527024805835,0.00088630060490269,0.9108910891089109,1.147061623023241,A12,circular_sensorimotor_idle_proxy
240,ok,0.20204592613371297,2.1409337607773495,0.0009300599670029053,0.4158415841584158,0.2001807858451633,A16,circular_sensorimotor_idle_proxy
237,ok,0.4966417080802404,1.2827465850148663,0.005898574849081517,0.8712871287128713,0.5109553906656487,A20,circular_sensorimotor_idle_proxy
232,ok,0.4457197648218907,1.0042898754157497,0.003535747726148508,0.33663366336633666,0.44558033993584867,A40,circular_sensorimotor_idle_proxy
240,ok,0.086074537014967,0.24287571066333996,0.007112197842476076,0.7128712871287128,0.09050039472549237,A44,circular_sensorimotor_idle_proxy
239,ok,0.2389877285298454,0.4579412879663368,0.01788932110680075,0.009900990099009901,0.213230672336788,A48,circular_sensorimotor_idle_proxy
237,ok,0.13129005946103411,0.19693632701205704,0.004427563950815783,0.009900990099009901,0.12625086549593292,A52,circular_sensorimotor_idle_proxy
240,ok,0.12942665140413784,0.4877026166017315,0.04049649196228666,0.12871287128712872,0.1220277339727263,A56,circular_sensorimotor_idle_proxy
240,ok,0.06341860897014405,0.1900239195977921,0.006613585577165071,0.3069306930693069,0.06324119893775365,A60,circular_sensorimotor_idle_proxy
238,ok,0.3514146315032394,0.8383552033122867,0.004032000007854308,0.39603960396039606,0.3520586021994769,B64,circular_sensorimotor_idle_proxy
239,ok,0.44981859288855536,1.4813461242499464,0.002626805285979361,0.6633663366336634,0.45758340575028306,B68,circular_sensorimotor_idle_proxy
240,ok,0.2113282640777761,0.34034318552362575,0.0036847341589560934,0.15841584158415842,0.18960339694776923,B80,circular_sensorimotor_idle_proxy
