latent_dimension,component,n_subjects,differential_partial_r2,common_norm,cross_state_gap
1,1,57,0.005861244456368023,0.9163766204796968,0.009265062438178021
2,1,57,0.005861244456368003,0.9163766204796969,0.009265062438178021
2,2,57,0.004611783090930933,0.9217264916627617,-0.002202787502938224
3,1,57,0.005861244456368003,0.9163766204796969,0.009265062438178021
3,2,57,0.004611783090930933,0.9217264916627617,-0.002202787502938224
3,3,57,0.005360692974618688,0.9072771799378738,-0.0007374076452908635
