subject,dataset,latent_dimension,component,validity_label,sctm_n_trials,sctm_status,sctm_differential_norm,sctm_common_state_norm,sctm_differential_partial_r2,sctm_permutation_p,sctm_null_differential_norm_mean,cross_low_to_high_within_auc,cross_low_to_high_cross_auc,cross_high_to_low_within_auc,cross_high_to_low_cross_auc,cross_status,cross_cross_state_gap
B81,B,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.5603473988856662,0.6001577092912151,0.00845105392475809,0.027888446215139442,0.500880024459595,0.4585365853658537,0.5181818181818182,0.6625,0.2634146341463415,ok,0.169720066518847
C85,C,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.21368148052624633,0.0927980562799487,0.012501237318016445,0.6972111553784861,0.2184792580238455,0.6685606060606061,0.5482625482625483,0.5135135135135134,0.6357323232323232,ok,-0.0009603759603760142
A2,A,1,1,fixed_dimension_sensitivity_ablation,238,ok,0.4151774885155334,1.7405161121138815,0.0011276976498862945,0.7171314741035857,0.42602377972989325,0.5662393162393162,0.6046511627906976,0.5431893687707642,0.5373931623931624,ok,-0.0163078200868898
A6,A,1,1,fixed_dimension_sensitivity_ablation,238,ok,2.012070136165059,0.7939791213254235,0.001605004534777743,0.00398406374501992,1.988093090792855,0.766367137355584,0.6471631205673759,0.7411347517730497,0.6572528883183568,ok,0.10154294012145049
A14,A,1,1,fixed_dimension_sensitivity_ablation,236,ok,1.5091925812221292,1.3325132552266223,0.0008999700837113433,1.0,1.7065546119757191,0.5311653116531165,0.49736842105263157,0.5460526315789475,0.47289972899728994,ok,0.05347489659107124
A18,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.3158698419113821,2.439094353730953,0.0012743035199538344,1.0,0.33155149215544677,0.6203007518796992,0.882063882063882,0.8710073710073709,0.738095238095238,ok,-0.06442549863602492
A22,A,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.31094352046433243,0.2796143165630981,0.003582335362024569,0.12749003984063745,0.29817159574972724,0.5928571428571429,0.8394736842105263,0.838157894736842,0.7869047619047619,ok,-0.09768170426065165
A26,A,1,1,fixed_dimension_sensitivity_ablation,237,ok,1.0599451278642644,0.5678655764528399,0.002269534428817499,0.00398406374501992,1.040499159305183,0.5916666666666667,0.7097532314923619,0.708578143360752,0.6869047619047619,ok,-0.048206591684852584
A34,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.6939653628091961,0.8346519402723417,0.004423601607928651,0.9282868525896414,0.7034598369917915,0.5372023809523809,0.782608695652174,0.45819397993311034,0.5208333333333334,ok,-0.15402283405000802
A38,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,1.5702183366584708,1.9471748744606974,0.0012295522963950978,0.05976095617529881,1.5541117312412616,0.592436974789916,0.625,0.7208333333333333,0.6176470588235294,ok,0.03531162464985993
A42,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.10143362707341783,0.13360364240450356,0.004907629469193209,0.5976095617529881,0.10467291738379222,0.6000000000000001,0.3850340136054422,0.6993197278911565,0.5046153846153847,ok,0.20483516483516484
A50,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.10670828555960847,0.11749676003621098,0.004552036714281726,0.1752988047808765,0.10186059403952025,0.5426356589147288,0.4880952380952381,0.6106442577030812,0.6098191214470283,ok,0.027682778537771763
A54,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.06828326689588346,0.4414491822005694,0.005227738825593686,0.5179282868525896,0.07379196290246286,0.4855769230769231,0.5283333333333332,0.5700000000000001,0.4555288461538462,ok,0.03585737179487186
B62,B,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.7712492290918775,0.32058797856473353,0.005732972767134914,0.00398406374501992,0.7058522290437019,0.8535714285714286,0.7655826558265583,0.8672086720867209,0.8988095238095238,ok,0.028193960511033733
B66,B,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.539721386054122,0.5173377609088088,0.004755950038076384,0.00398406374501992,0.3850162284316378,0.5406976744186046,0.44565217391304346,0.5062111801242236,0.6962209302325582,ok,-0.047482124801386694
B74,B,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.5258513023504474,0.8385148911863742,0.0051321959641643655,0.027888446215139442,0.5014089776134932,0.6936090225563909,0.7481684981684982,0.6877289377289377,0.38721804511278196,ok,0.12297570850202424
B78,B,1,1,fixed_dimension_sensitivity_ablation,239,ok,1.3191215866876007,1.5199533478940044,0.0015718392413371918,0.055776892430278883,1.2918078101362562,0.7788617886178861,0.7900207900207901,0.7006237006237006,0.689430894308943,ok,1.6902455926837145e-05
C82,C,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.9061850322460285,0.3187557233313556,0.002299559900025172,1.0,0.9386127322912002,0.53125,0.5792592592592593,0.42666666666666664,0.61125,ok,-0.11629629629629629
A3,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.6257649526627274,1.2783204299625508,0.003327606046691689,1.0,0.693239540793275,0.9291819291819291,0.8426812585499316,0.8426812585499316,0.945054945054945,ok,-0.007936507936507964
A15,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,1.171705943814688,0.371003999648195,0.003942151269873406,0.18725099601593626,1.170223140303212,0.6974025974025975,0.7057416267942584,0.6973684210526316,0.6142857142857143,ok,0.03737183868762817
A19,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.8581640887542189,1.8371654193451254,0.0033930182837142997,0.00796812749003984,0.8561986762550109,0.8753387533875339,0.9451871657754011,0.9799465240641712,0.9742547425474255,ok,-0.03207831543556078
A23,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.2371609289399502,0.7875991181722795,0.0012492464751384658,0.00796812749003984,0.1771710190856524,0.7173913043478262,0.8260869565217391,0.7141304347826086,0.6841432225063938,ok,-0.03935421994884908
A27,A,1,1,fixed_dimension_sensitivity_ablation,238,ok,1.4069827661374525,0.7363708052474603,0.00457070467891707,0.9880478087649402,1.4147950235334605,0.45588235294117646,0.5658823529411765,0.39647058823529413,0.4037433155080214,ok,-0.05863636363636365
A31,A,1,1,fixed_dimension_sensitivity_ablation,238,ok,0.731611959855078,1.333096731512238,0.0019245622913137694,0.0199203187250996,0.7195474576794857,0.573170731707317,0.673469387755102,0.5414965986394559,0.5299334811529933,ok,-0.04436776928066122
A35,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,1.283391836641622,2.0830844701245224,0.0024555397044191407,0.09163346613545817,1.2811060395155018,0.92125,0.8738425925925927,0.8645833333333333,0.82,ok,0.045995370370370325
A43,A,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.16268617543286112,0.25727045481170113,0.014188151127210613,0.2868525896414343,0.1618543807366769,0.5923392612859097,0.6506410256410255,0.6826923076923077,0.5540355677154583,ok,0.035177487810866825
A51,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.05748225876651743,0.2410502571466303,0.003916235236983923,0.5657370517928287,0.06497296418803501,0.5434210526315789,0.5588235294117647,0.5013368983957218,0.5381578947368422,ok,-0.026111736560653076
A55,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.12105187864292477,0.45438010492025493,0.05425462742420406,0.15139442231075698,0.1115490001639813,0.6848072562358276,0.5779411764705882,0.6352941176470588,0.6598639455782314,ok,0.04114812591703343
B63,B,1,1,fixed_dimension_sensitivity_ablation,238,ok,0.5934187673611107,0.8245725382851457,0.009125649281221726,0.08366533864541832,0.5583583158318602,0.40476190476190477,0.6086474501108647,0.4368070953436807,0.5920634920634921,ok,-0.17957097103438568
B67,B,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.6294867083061495,0.423060392908729,0.007117829451329105,0.00398406374501992,0.37476865378584556,0.6792929292929293,0.6277777777777778,0.6930555555555556,0.5303030303030303,ok,0.10713383838383844
B79,B,1,1,fixed_dimension_sensitivity_ablation,237,ok,0.8750386415629554,1.6468110223792116,0.003672509488374498,0.9362549800796812,0.9015002817605487,0.7918552036199095,0.8977932636469222,0.8803716608594657,0.9336349924585219,ok,-0.07960069581303447
C83,C,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.09497929684719418,0.14363817463891038,0.009450096028829957,0.6573705179282868,0.0980392026088854,0.5638792102206736,0.5178062678062678,0.6168091168091168,0.5998838559814169,ok,0.031499101621052794
C87,C,1,1,fixed_dimension_sensitivity_ablation,238,ok,0.49965254932257785,0.3695206903836467,0.007384751425561498,0.00398406374501992,0.3770132869205601,0.8532818532818534,0.6039952996474736,0.6498237367802585,0.8056628056628057,ok,0.04672374237591631
A4,A,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.43582081477403756,2.138590358658033,0.0033216870956873645,0.29880478087649404,0.43130313252895236,0.5852941176470589,0.5234042553191489,0.46382978723404256,0.6352941176470589,ok,-0.0547872340425532
A8,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.5596142820103744,2.0274905371956438,0.002050645213351854,0.00398406374501992,0.4737524107480205,0.6210670314637483,0.5482295482295483,0.5384615384615384,0.682626538987688,ok,-0.035663758645974764
A12,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,1.070978681620708,0.628675052456826,0.0008275645384582253,0.8605577689243028,1.0986727014211306,0.6394557823129251,0.5339366515837104,0.5007541478129713,0.4884353741496599,ok,0.058918952196263086
A16,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.3839502543404415,2.1790812514571374,0.0009466255246697308,0.900398406374502,0.41153063682712515,0.712962962962963,0.5686777920410783,0.5096277278562259,0.4880952380952381,ok,0.08290883034143628
A20,A,1,1,fixed_dimension_sensitivity_ablation,237,ok,0.4887035485081855,1.2888564451377509,0.005525599647799195,0.6613545816733067,0.49090502715934115,0.8534850640113797,0.9015384615384616,0.8999999999999999,0.7823613086770982,ok,0.034792646897909896
A40,A,1,1,fixed_dimension_sensitivity_ablation,232,ok,0.46092576959132414,1.0686026662450008,0.0034854942182004356,0.6135458167330677,0.46377499847872367,0.668918918918919,0.31025641025641026,0.6294871794871795,0.5689189189189189,ok,0.20961538461538465
A44,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.07576333089393311,0.26135359877371556,0.006816430129094608,0.7529880478087649,0.0896535136377667,0.6416666666666666,0.5726190476190476,0.6291666666666667,0.6027777777777779,ok,0.04771825396825391
A48,A,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.21034767563727721,0.4517430332428642,0.017796241779585054,0.36254980079681276,0.2013810436139654,0.499375,0.534688995215311,0.6889952153110048,0.6575,ok,-0.0019093899521530622
A52,A,1,1,fixed_dimension_sensitivity_ablation,237,ok,0.12519278614673993,0.19587261792250893,0.0043788745484094616,0.6175298804780877,0.12808211143784645,0.5710928319623971,0.4786967418546365,0.6221804511278197,0.48883666274970616,ok,0.11286993924293709
A56,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.1492060945155654,0.48603170358080516,0.039286043054307274,0.099601593625498,0.12498481144169037,0.5440476190476191,0.5614035087719298,0.5614035087719298,0.5785714285714284,ok,-0.017261904761904645
A60,A,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.06614997539441743,0.24585452841700506,0.006374557335548592,0.40239043824701193,0.0669318019599123,0.44782608695652176,0.3252032520325203,0.42818428184281837,0.508695652173913,ok,0.02105573229645341
B64,B,1,1,fixed_dimension_sensitivity_ablation,238,ok,0.3792593311281419,0.7834046451829937,0.0037426854359249306,0.38645418326693226,0.37726424001601816,0.6802721088435374,0.46210526315789474,0.42105263157894735,0.5850340136054422,ok,0.02709273182957392
B68,B,1,1,fixed_dimension_sensitivity_ablation,239,ok,0.5123142671278129,1.4830189928262387,0.0027073113392956927,0.01195219123505976,0.4701344082203663,0.4933862433862434,0.48888888888888893,0.3123456790123457,0.6574074074074073,ok,-0.17028218694885358
B80,B,1,1,fixed_dimension_sensitivity_ablation,240,ok,0.1824084066949849,0.33932394469709465,0.0020491402062767783,0.6852589641434262,0.1940076764664919,0.5136054421768708,0.5740740740740741,0.4708994708994708,0.5034013605442177,ok,-0.04648526077097509
A1,A,2,1,fixed_dimension_sensitivity_ablation,238,ok,0.28860430836097234,0.3283254240573664,0.0069627229950496305,0.7928286852589641,0.29937622547721365,0.7868589743589745,0.6820728291316527,0.7675070028011204,0.8108974358974359,ok,0.030697856065503126
A5,A,2,1,fixed_dimension_sensitivity_ablation,238,ok,1.5255856530710468,2.002337874311805,0.0017317208578673249,0.9760956175298805,1.5361182700837417,0.4736024844720497,0.6256613756613757,0.5634920634920635,0.5916149068322981,ok,-0.0900908672647803
A29,A,2,1,fixed_dimension_sensitivity_ablation,238,ok,1.3572293646103777,2.3360137065060305,0.00181076120449164,0.8685258964143426,1.3718077699977416,0.5333333333333333,0.36585365853658536,0.5107604017216643,0.6833333333333333,ok,-0.0025466284074605605
A33,A,2,1,fixed_dimension_sensitivity_ablation,240,ok,1.3938615040128368,0.9414749324095281,0.002731202345599426,0.00398406374501992,1.3900652679979104,0.8947368421052632,0.8218623481781376,0.8259109311740891,0.9057527539779682,ok,-0.0034836644383767768
A37,A,2,1,fixed_dimension_sensitivity_ablation,239,ok,1.1720171138466604,1.9267659771821832,0.0018536537341513615,0.9243027888446215,1.174321284403473,0.626453488372093,0.6768507638072856,0.7685076380728554,0.5174418604651163,ok,0.10033425108627325
A41,A,2,1,fixed_dimension_sensitivity_ablation,236,ok,1.161080427966732,0.9796906248486817,0.003060078308218528,0.00398406374501992,0.7518019115994597,0.6477732793522266,0.6342780026990553,0.7058029689608637,0.5964912280701754,ok,0.06140350877192979
A45,A,2,1,fixed_dimension_sensitivity_ablation,240,ok,0.05042294172333352,0.12869516515977963,0.0010669859334726528,0.7131474103585658,0.052474351326126954,0.4714445688689809,0.5606837606837607,0.5555555555555556,0.48488241881298993,ok,-0.009283027536107075
