subject,control,repeat,low_to_high_within_auc,low_to_high_cross_auc,high_to_low_within_auc,high_to_low_cross_auc,status,cross_state_gap
A33,within_run_state_permutation,1,0.7356979405034324,0.7015151515151515,0.8287878787878787,0.7814645308924486,ok,0.0407530684418555
A33,within_run_trial_index,1,0.9037227214377407,0.8831835686777921,0.7894736842105262,0.5699614890885751,ok,0.12002567394094982
A33,random_within_run_split,1,0.7382271468144044,0.6889952153110047,0.8181818181818181,0.6869806094182825,ok,0.09021657013346762
A33,within_run_state_permutation,2,0.7862745098039216,0.6218637992831542,0.8530465949820788,0.7921568627450981,ok,0.11265022137887404
A33,within_run_trial_index,2,0.9037227214377407,0.8831835686777921,0.7894736842105262,0.5699614890885751,ok,0.12002567394094982
A33,random_within_run_split,2,0.8590971272229823,0.7924297924297924,0.9145299145299145,0.8317373461012312,ok,0.0747299516109366
A33,within_run_state_permutation,3,0.6328671328671328,0.8178947368421053,0.7947368421052632,0.8216783216783217,ok,-0.1059845417740155
A33,within_run_trial_index,3,0.9037227214377407,0.8831835686777921,0.7894736842105262,0.5699614890885751,ok,0.12002567394094982
A33,random_within_run_split,3,0.80875,0.8029100529100529,0.9034391534391535,0.8312500000000002,ok,0.039014550264550196
A33,within_run_state_permutation,4,0.8706293706293706,0.626453488372093,0.7354651162790697,0.8554778554778555,ok,0.06208157152924593
A33,within_run_trial_index,4,0.9037227214377407,0.8831835686777921,0.7894736842105262,0.5699614890885751,ok,0.12002567394094982
A33,random_within_run_split,4,0.7044534412955465,0.8261933904528764,0.780905752753978,0.8218623481781376,ok,-0.08134827229074476
A37,observed_state,0,0.6453488372093024,0.6545240893066979,0.7285546415981199,0.5930232558139534,ok,0.06317806684338545
A37,within_run_state_permutation,0,0.6804878048780488,0.8178137651821862,0.6747638326585694,0.6024390243902439,ok,-0.0325005760179059
A37,within_run_trial_index,0,0.6788617886178862,0.7350427350427351,0.7838827838827839,0.8184281842818428,ok,-0.04536317341195395
A37,random_within_run_split,0,0.6626794258373205,0.675,0.6138888888888889,0.5574162679425838,ok,0.022076023391812805
A37,within_run_state_permutation,1,0.6546583850931676,0.7583333333333334,0.7013888888888888,0.7478260869565218,ok,-0.07505607315389934
A37,within_run_trial_index,1,0.6788617886178862,0.7350427350427351,0.7838827838827839,0.8184281842818428,ok,-0.04536317341195395
A37,random_within_run_split,1,0.6017441860465116,0.7045045045045045,0.7891891891891891,0.689922480620155,ok,-0.0017468049444794298
A37,within_run_state_permutation,2,0.7167832167832169,0.7675753228120517,0.7101865136298422,0.7482517482517482,ok,-0.0444286703253704
A37,within_run_trial_index,2,0.6788617886178862,0.7350427350427351,0.7838827838827839,0.8184281842818428,ok,-0.04536317341195395
A37,random_within_run_split,2,0.7261363636363636,0.5730994152046783,0.6900584795321637,0.8227272727272728,ok,0.010184077618288101
A37,within_run_state_permutation,3,0.7872093023255814,0.7610241820768138,0.5803698435277382,0.5523255813953488,ok,0.02711469119057852
A37,within_run_trial_index,3,0.6788617886178862,0.7350427350427351,0.7838827838827839,0.8184281842818428,ok,-0.04536317341195395
A37,random_within_run_split,3,0.6946022727272727,0.5265700483091788,0.6485507246376812,0.8465909090909091,ok,-0.015003980017566976
A37,within_run_state_permutation,4,0.6698564593301436,0.6162464985994398,0.6484593837535014,0.6925837320574162,ok,0.004742806213394513
A37,within_run_trial_index,4,0.6788617886178862,0.7350427350427351,0.7838827838827839,0.8184281842818428,ok,-0.04536317341195395
A37,random_within_run_split,4,0.6396103896103895,0.6687306501547987,0.6408668730650154,0.699134199134199,ok,-0.0436937933067964
