architecture,fold,subject,n_test,n_train,n_validation,validation_subjects,test_subjects,runtime_seconds,device,input_representation,normalization_fit_scope,seed,epochs_completed,balanced_accuracy,auc,left_precision,left_recall,left_f1,right_precision,right_recall,right_f1
ShallowConvNet,1,A36,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.0694029999995,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5041666666666667,0.5331944444444444,0.5087719298245614,0.24166666666666667,0.327683615819209,0.5027322404371585,0.7666666666666667,0.6072607260726073
ShallowConvNet,1,A40,232,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.0794211000011,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.47918525126375255,0.5115967885816235,0.45588235294117646,0.2719298245614035,0.34065934065934067,0.49390243902439024,0.6864406779661016,0.574468085106383
ShallowConvNet,1,A41,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.0905586000008,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.578298611111111,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,1,A46,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.10076599999957,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.525,0.49868055555555557,0.5483870967741935,0.2833333333333333,0.37362637362637363,0.5168539325842697,0.7666666666666667,0.6174496644295302
ShallowConvNet,1,A50,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.11061340000015,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5083333333333333,0.5013194444444444,0.5135135135135135,0.31666666666666665,0.3917525773195876,0.5060240963855421,0.7,0.5874125874125874
ShallowConvNet,1,A55,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.11997019999944,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5291666666666667,0.5217361111111112,0.5492957746478874,0.325,0.4083769633507853,0.5207100591715976,0.7333333333333333,0.6089965397923875
ShallowConvNet,1,A60,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.1291129000001,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5041666666666667,0.49326388888888884,0.5072463768115942,0.2916666666666667,0.37037037037037035,0.5029239766081871,0.7166666666666667,0.5910652920962199
ShallowConvNet,1,B62,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.1376280000004,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.5623958333333333,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,1,B67,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.1465640000006,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.5144444444444445,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,1,B72,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.1557128000004,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.5303819444444444,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,1,B77,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.1675001000003,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.5329861111111112,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,1,C82,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.1772235999997,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.48621527777777784,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,1,C87,240,14800,1680,B79;B80;B81;C83;C84;C85;C86,A13;A18;A22;A27;A31;A36;A40;A41;A46;A50;A55;A60;B62;B67;B72;B77;C82;C87,283.18443769999976,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.6107986111111111,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,2,A12,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.6148004000006,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5041666666666667,0.5199305555555556,0.5106382978723404,0.2,0.2874251497005988,0.5025906735751295,0.8083333333333333,0.6198083067092651
ShallowConvNet,2,A17,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.6264934999999,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5360763888888888,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,2,A21,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.63428100000056,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5046527777777777,0.5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.5714285714285714
ShallowConvNet,2,A26,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.6430110000001,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5666666666666667,0.5943055555555555,0.6666666666666666,0.26666666666666666,0.38095238095238093,0.5416666666666666,0.8666666666666667,0.6666666666666666
ShallowConvNet,2,A30,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.6502567999996,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.49583333333333335,0.5108680555555556,0.4936708860759494,0.325,0.39195979899497485,0.4968944099378882,0.6666666666666666,0.5693950177935944
ShallowConvNet,2,A35,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.6582378000003,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5583333333333333,0.5896875,0.6666666666666666,0.23333333333333334,0.345679012345679,0.5353535353535354,0.8833333333333333,0.6666666666666666
ShallowConvNet,2,A4,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.66630110000006,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5101041666666666,0.5,0.325,0.3939393939393939,0.5,0.675,0.574468085106383
ShallowConvNet,2,A45,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.67520650000006,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.4990972222222222,0.5,0.16666666666666666,0.25,0.5,0.8333333333333334,0.625
ShallowConvNet,2,A5,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.68381190000036,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.49583333333333335,0.5302083333333334,0.4936708860759494,0.325,0.39195979899497485,0.4968944099378882,0.6666666666666666,0.5693950177935944
ShallowConvNet,2,A54,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.6915633999997,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5208333333333333,0.5124305555555555,0.5352112676056338,0.31666666666666665,0.39790575916230364,0.514792899408284,0.725,0.6020761245674741
ShallowConvNet,2,A59,160,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.6995628000004,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.55,0.5335937499999999,0.5571428571428572,0.4875,0.52,0.5444444444444444,0.6125,0.5764705882352941
ShallowConvNet,2,A6,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.70809050000025,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5166666666666666,0.5892708333333333,0.5263157894736842,0.3333333333333333,0.40816326530612246,0.5121951219512195,0.7,0.5915492957746479
ShallowConvNet,2,B61,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.71471720000045,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.630625,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,2,B66,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.72317979999934,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.4998263888888889,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,2,B71,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.7313329999997,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.48201388888888885,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,2,B76,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.74174889999995,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.6284722222222222,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,2,B81,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.7508952999997,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5120138888888889,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,2,C86,240,14872,1680,B79;B80;C82;C83;C84;C85;C87,A12;A17;A21;A26;A30;A35;A4;A45;A5;A54;A59;A6;B61;B66;B71;B76;B81;C86,328.7582026,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5214583333333334,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,3,A11,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.9195238000011,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.48333333333333334,0.4798958333333334,0.4090909090909091,0.075,0.1267605633802817,0.4908256880733945,0.8916666666666667,0.6331360946745562
ShallowConvNet,3,A16,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.93211560000054,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5166666666666666,0.5003472222222223,0.5588235294117647,0.15833333333333333,0.24675324675324675,0.5097087378640777,0.875,0.6441717791411042
ShallowConvNet,3,A20,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.942927600001,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5375,0.6066666666666666,0.6551724137931034,0.15833333333333333,0.2550335570469799,0.5213270142180095,0.9166666666666666,0.6646525679758308
ShallowConvNet,3,A25,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.95153480000045,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.575,0.6391319444444445,0.6607142857142857,0.30833333333333335,0.42045454545454547,0.5489130434782609,0.8416666666666667,0.6644736842105263
ShallowConvNet,3,A3,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.96181350000006,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.4916666666666667,0.47909722222222223,0.484375,0.25833333333333336,0.33695652173913043,0.4943181818181818,0.725,0.5878378378378378
ShallowConvNet,3,A34,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.97069060000103,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5125,0.5268055555555555,0.5365853658536586,0.18333333333333332,0.2732919254658385,0.507537688442211,0.8416666666666667,0.6332288401253918
ShallowConvNet,3,A39,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.9796920000008,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5416666666666666,0.74625,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5238095238095238,0.9166666666666666,0.6666666666666666
ShallowConvNet,3,A44,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.9902172000002,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5208333333333334,0.5432638888888889,0.5675675675675675,0.175,0.267515923566879,0.5123152709359606,0.8666666666666667,0.6439628482972136
ShallowConvNet,3,A49,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,453.99979710000116,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5125,0.5156944444444445,0.5789473684210527,0.09166666666666666,0.15827338129496402,0.5067873303167421,0.9333333333333333,0.656891495601173
ShallowConvNet,3,A53,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.00841440000113,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5166666666666666,0.5455555555555556,0.6111111111111112,0.09166666666666666,0.15942028985507245,0.509009009009009,0.9416666666666667,0.6608187134502924
ShallowConvNet,3,A58,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.0170689000006,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.4916666666666667,0.5031944444444445,0.48148148148148145,0.21666666666666667,0.2988505747126437,0.4946236559139785,0.7666666666666667,0.6013071895424836
ShallowConvNet,3,A9,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.0266999000014,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5125,0.5473611111111111,0.5211267605633803,0.30833333333333335,0.387434554973822,0.5088757396449705,0.7166666666666667,0.5951557093425606
ShallowConvNet,3,B65,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.0360021000015,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5698611111111112,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,3,B70,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.0441713,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5312152777777778,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,3,B75,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.0524193000001,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.5695833333333333,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,3,B80,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.06120530000044,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5,0.4698263888888889,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,3,C85,240,15032,1680,B79;B81;C82;C83;C84;C86;C87,A11;A16;A20;A25;A3;A34;A39;A44;A49;A53;A58;A9;B65;B70;B75;B80;C85,454.07101130000046,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,9,0.5833333333333334,0.5576388888888889,0.717391304347826,0.275,0.39759036144578314,0.5515463917525774,0.8916666666666667,0.6815286624203821
ShallowConvNet,4,A10,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.5958919000004,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5125,0.5156944444444445,0.5194805194805194,0.3333333333333333,0.40609137055837563,0.50920245398773,0.6916666666666667,0.5865724381625441
ShallowConvNet,4,A15,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6084417000002,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.5364583333333335,0.5,0.31666666666666665,0.3877551020408163,0.5,0.6833333333333333,0.5774647887323944
ShallowConvNet,4,A2,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6157526999996,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5166666666666666,0.5163888888888889,0.5277777777777778,0.31666666666666665,0.3958333333333333,0.5119047619047619,0.7166666666666667,0.5972222222222222
ShallowConvNet,4,A24,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6223418999998,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5125,0.5080902777777778,0.52,0.325,0.4,0.509090909090909,0.7,0.5894736842105263
ShallowConvNet,4,A29,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.62884210000084,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.49166666666666664,0.5123263888888889,0.4838709677419355,0.25,0.32967032967032966,0.4943820224719101,0.7333333333333333,0.5906040268456376
ShallowConvNet,4,A33,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.63404960000116,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.49166666666666664,0.5059375,0.48717948717948717,0.31666666666666665,0.3838383838383838,0.49382716049382713,0.6666666666666666,0.5673758865248227
ShallowConvNet,4,A38,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.64064680000047,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5208333333333333,0.5203819444444444,0.5352112676056338,0.31666666666666665,0.39790575916230364,0.514792899408284,0.725,0.6020761245674741
ShallowConvNet,4,A43,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.64753870000095,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.5182638888888889,0.5,0.30833333333333335,0.38144329896907214,0.5,0.6916666666666667,0.5804195804195804
ShallowConvNet,4,A48,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6545204000013,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.4986111111111111,0.5,0.31666666666666665,0.3877551020408163,0.5,0.6833333333333333,0.5774647887323944
ShallowConvNet,4,A52,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.662096,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5125,0.5052083333333334,0.5217391304347826,0.3,0.38095238095238093,0.5087719298245614,0.725,0.5979381443298969
ShallowConvNet,4,A57,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6687087999999,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.4986111111111111,0.5,0.325,0.3939393939393939,0.5,0.675,0.574468085106383
ShallowConvNet,4,A8,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6753700999998,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.4916666666666667,0.5005208333333333,0.4861111111111111,0.2916666666666667,0.3645833333333333,0.49404761904761907,0.6916666666666667,0.5763888888888888
ShallowConvNet,4,B64,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6817467000001,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.4804513888888889,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,4,B69,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6882977000005,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.5160069444444444,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,4,B74,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.6952027999996,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.5214236111111111,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,4,B79,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.7005989999998,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.5073611111111112,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,4,C84,240,15032,1680,B80;B81;C82;C83;C85;C86;C87,A10;A15;A2;A24;A29;A33;A38;A43;A48;A52;A57;A8;B64;B69;B74;B79;C84,286.7073840000012,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,8,0.5,0.4711458333333334,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
ShallowConvNet,5,A1,240,15032,1680,B80;B81;C82;C84;C85;C86;C87,A1;A14;A19;A23;A28;A32;A37;A42;A47;A51;A56;A7;B63;B68;B73;B78;C83,157.4746555999991,cpu,"EOG-regressed 8-30Hz MI epoch, 64Hz downsampled",training_subjects_only,20260727,5,0.5,0.538888888888889,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
