branch,validity_label,subject,dataset,rejection_rate,sctm_n_trials,sctm_status,sctm_differential_norm,sctm_common_state_norm,sctm_differential_partial_r2,sctm_permutation_p,sctm_null_differential_norm_mean,cross_low_to_high_within_auc,cross_low_to_high_cross_auc,cross_high_to_low_within_auc,cross_high_to_low_cross_auc,cross_status,cross_cross_state_gap,permutations,seed
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A35,A,0.0,240,ok,1.29451201020279,2.141213087516159,0.0017742138330467672,0.00398406374501992,1.289738063613896,0.9272727272727274,0.8489583333333334,0.8841145833333334,0.9,ok,0.03121448863636367,250,1839842883
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A37,A,0.025,234,ok,1.099729624039807,1.8132049379589514,0.0015399833996551093,0.41434262948207173,1.0995449876504038,0.7222222222222223,0.5880952380952381,0.6761904761904762,0.48333333333333334,ok,0.16349206349206355,250,2979004828
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A38,A,0.0,240,ok,1.6037754927649208,2.6703870390539883,0.0012390692705830375,0.17928286852589642,1.5955892905155415,0.5717703349282296,0.6724537037037037,0.6469907407407407,0.6842105263157895,ok,-0.06895157717526146,250,562410465
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A40,A,0.0,232,ok,0.5064100188089232,1.1617713440441382,0.0037753316124480296,0.0199203187250996,0.48893136982770646,0.5403726708074534,0.5408895265423241,0.6140602582496413,0.4111801242236025,ok,0.10118163914558403,250,823194401
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A41,A,0.004166666666666667,239,ok,0.7461549137523026,1.3325133148247257,0.00124496074692515,0.00398406374501992,0.5340239637057814,0.6565656565656566,0.6678260869565217,0.7121739130434782,0.7232323232323232,ok,-0.01115942028985506,250,1356196166
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A42,A,0.0,240,ok,0.10221061007843671,0.09088639888552283,0.003532800982330442,0.5219123505976095,0.10385302240648042,0.6107226107226107,0.430952380952381,0.594642857142857,0.5058275058275058,ok,0.13429279054279047,250,3465607
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A43,A,0.0,240,ok,0.15956468236813692,0.3386026972519069,0.011972164434052912,0.44621513944223107,0.1604416771807056,0.5059808612440191,0.6574074074074074,0.5334757834757835,0.5885167464114833,ok,-0.10323375454954409,250,3040628477
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A44,A,0.0,240,ok,0.08875664320428851,0.19767229615637413,0.0064921990632869075,0.6294820717131474,0.09695389719051042,0.5296352583586627,0.5384615384615384,0.6212121212121213,0.5524316109422492,ok,0.02997711508349815,250,286308077
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A45,A,0.0,240,ok,0.06209489903763195,0.22461803882410514,0.001609664477675965,0.9641434262948207,0.06422034123199717,0.5,0.42316784869976354,0.5520094562647755,0.49519230769230776,ok,0.06682464993635209,250,1618581816
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A48,A,0.004166666666666667,239,ok,0.24978735972035196,0.20015558925437918,0.015658609044832517,0.8844621513944223,0.27835426836293015,0.6294573643410852,0.4857142857142857,0.6681318681318681,0.5612403100775194,ok,0.1253173183405741,250,2868127689
